,1,2,4,8,16
0,69.780036,84.808582,107.619384,161.669623,305.475982
1,71.074383,84.878272,107.690066,168.104331,305.872009
2,71.263645,84.93273,108.015956,168.49892,306.56398
3,72.677532,85.035281,108.165798,168.773263,306.616712
4,73.517264,85.201794,108.234688,169.271809,306.73043
5,73.999396,85.237823,108.372307,169.473679,306.840692
6,74.055998,85.265916,108.441837,169.613347,306.862066
7,74.433724,85.341461,108.582976,169.616385,307.023618
8,74.495446,85.371027,108.715893,169.61661,307.431035
9,74.704675,85.436205,108.851944,169.671421,307.589903
10,74.925263,85.477545,108.977821,169.724855,307.683654
11,74.930703,85.997466,109.027576,169.776819,308.109343
12,75.332011,86.035094,109.053397,169.967489,308.170842
13,75.4073,86.079474,109.282785,170.067096,308.32337
14,75.612592,86.350201,109.383799,170.136051,308.428898
15,75.827805,86.377175,109.451249,170.143537,308.437504
16,75.86649,86.680539,109.536937,170.152913,308.82243
17,76.129601,86.811087,109.582469,170.162608,308.884697
18,76.204443,86.935908,109.767892,170.167407,308.907191
19,76.523102,87.202667,109.994431,170.263719,308.972143
20,76.581592,87.237448,110.016254,170.455349,309.209051
21,77.757708,87.300131,110.23185,170.514065,309.663442
22,78.678489,87.404889,110.246377,170.524303,309.720748
23,78.708118,87.406713,110.497617,170.566347,309.80842
24,78.759282,87.767512,110.574474,170.914924,309.981429
25,78.897733,87.833298,110.612455,170.94276,310.127208
26,78.978302,87.86152,110.850033,170.975974,310.219838
27,79.055991,88.277001,111.156629,170.987429,310.514756
28,79.1276,88.296904,111.207217,171.010499,310.625177
29,79.243398,88.40819,111.350051,171.074589,310.657972
30,79.245413,88.613003,111.393471,171.540467,310.671606
31,79.71929,88.684548,111.478168,171.652136,311.011958
32,79.994241,88.772189,111.608332,171.717474,311.126828
33,80.012927,88.832631,111.656551,171.919183,311.156234
34,80.043037,88.84847,111.667655,171.942958,311.205828
35,80.04806,88.97249,111.787483,172.0066,311.651548
36,80.065755,89.039524,111.861653,172.104287,311.76549
37,80.097592,89.069378,111.95758,172.120765,312.158446
38,80.186703,89.97899,112.243282,172.199062,312.279267
39,80.22718,91.292822,112.300205,172.378853,312.28861
40,80.431897,91.308181,112.383941,172.386981,312.298689
41,80.624359,91.848835,113.06887,172.414658,312.759063
42,80.755899,92.240992,113.233015,172.514489,312.99053
43,81.101948,92.52247,113.334286,173.129601,313.49314
44,81.259053,92.948895,113.385802,173.567513,313.778906
45,81.73277,93.542537,113.514718,176.57703,314.147608
46,83.071592,94.541678,113.640466,177.201389,314.544658
47,85.909926,96.58274,115.387794,180.070184,316.830531
48,97.557215,127.744664,154.248245,195.062959,337.187554
49,126.034202,130.005898,157.078194,213.912534,358.280283
