,1,2,4,8,16
0,72.627834,104.747551,158.42521,287.138248,559.438825
1,72.661559,104.749694,159.287916,289.386106,562.161073
2,72.717234,104.802234,159.35127,291.202837,564.603664
3,72.801483,104.932269,160.318926,292.17638,566.145029
4,72.892834,104.933934,160.623474,292.909305,568.302816
5,72.936958,104.942509,160.643505,292.966707,569.052251
6,72.944573,104.943021,160.952116,292.967734,569.274759
7,72.969883,104.973898,161.074761,293.069226,569.490195
8,72.984378,105.029637,161.178623,293.178529,569.932522
9,73.035924,105.101982,161.415593,293.202942,569.967527
10,73.058098,105.155929,161.437095,293.282007,570.380738
11,73.112846,105.218548,161.4769,293.319668,570.59288
12,73.187367,105.221651,161.479715,293.365615,571.31982
13,73.247074,105.225555,161.519456,293.614489,571.396645
14,73.288765,105.243505,161.528927,293.645206,571.588499
15,73.325466,105.278574,161.556093,293.724334,571.724424
16,73.355127,105.291661,161.571323,293.76705,571.797026
17,73.364438,105.358119,161.634901,293.785481,571.951444
18,73.368342,105.36151,161.75857,293.83626,572.487585
19,73.45899,105.379205,161.763369,293.882304,572.495808
20,73.497802,105.388004,161.786536,293.899519,572.777766
21,73.571652,105.391012,161.819077,293.964664,573.023059
22,74.019067,105.412258,161.840034,294.059696,573.02949
23,74.106771,105.503578,161.914876,294.134185,573.281403
24,74.125841,105.505337,161.922044,294.16983,573.363251
25,74.145775,105.545493,161.934459,294.174053,573.458567
26,74.326751,105.582322,161.954777,294.199907,573.609149
27,74.435989,105.606,162.00674,294.336086,573.630331
28,74.513582,105.614191,162.011059,294.389778,573.841766
29,74.605925,105.6443,162.034321,294.459563,573.948286
30,75.177617,105.680233,162.037905,294.523238,573.982554
31,75.327971,105.811422,162.069006,294.583008,574.162858
32,75.504084,105.850682,162.073998,294.661273,574.945728
33,76.513751,105.896821,162.079117,294.692534,575.03868
34,76.540501,106.074726,162.195426,294.746321,575.225959
35,76.807741,106.126977,162.204033,294.7524,575.356413
36,77.113185,106.293841,162.210337,294.845065,575.364665
37,77.504028,106.934007,162.229599,294.84833,575.487343
38,77.571447,107.09652,162.23379,294.855239,575.495855
39,77.964882,107.185792,162.263132,294.972572,575.52123
40,78.244153,107.356272,162.408527,295.06386,575.736378
41,78.677874,107.395885,162.470761,295.397589,576.127092
42,79.081613,107.631767,162.528484,295.678076,576.200942
43,79.295738,108.146216,162.598302,295.686779,576.251753
44,79.339861,108.826346,162.612316,296.18043,576.347839
45,80.989055,109.382903,162.737393,296.395354,577.423038
46,81.726139,109.926245,162.928672,297.612203,577.495447
47,84.04596,113.503166,164.755256,301.452461,578.226965
48,84.909913,115.116811,169.158982,328.247696,609.640145
49,92.185121,118.507702,171.115187,345.344451,612.619542
