,amazon-photo,pubmed,amazon-computers,coauthor-physics,flickr,com-amazon
0,0.00560396,0.0110743125,0.01057568,0.2869489772727273,0.050692795454545456,0.01424959090909091
1,0.10914652,0.0661759375,0.22425018000000002,0.29554963636363635,0.5464000909090909,0.7446037954545454
2,0.0002707,0.0009165833333333334,0.0005081,0.0016856818181818182,0.0034760454545454543,0.012238159090909091
3,0.02726856,0.0283720625,0.04096458,0.037807431818181816,0.0771158409090909,0.1399551818181818
