,mul,index_put_impl_,cat,sum,mm,other
1,15.463223456521739,23.200379108695657,8.531964065217391,6.4237623695652175,4.543115369565219,24.953983826086983
2,27.82841342222222,24.26613773333333,14.084664266666666,11.887438044444442,5.731014555555555,41.67043391111112
4,52.60142254347827,24.418837130434785,25.279206043478272,22.886817695652176,7.568582195652178,73.22240669565221
8,102.11654231250003,25.361627499999994,48.30034985416666,44.11077118750001,14.434747520833334,140.9094730625001
