,mm,index_select,mul,scatter_add_,cat,other
1,23.121020312499997,12.439602604166666,2.964928395833333,6.121289249999997,4.555963895833333,11.423746229166689
2,30.182226808510638,12.949497340425529,5.837143595744681,6.792506382978725,5.759457468085108,14.092965468085126
4,38.87311558333334,13.233268187499997,11.5855774375,8.106426229166667,8.312626020833331,18.90081181249998
8,69.02729743181818,13.582540977272732,23.153533590909095,10.87383793181818,13.447980795454548,29.339882227272767
16,145.4433748541667,14.1353849375,46.13663660416668,16.590270104166667,24.244661374999993,50.690893874999915
