,mm,index_select,mul,scatter_add_,cat,other
1,136.426683680851,86.0177838723404,12.78308223404255,41.01849123404254,8.957837829787234,35.03762606382969
2,202.12517736956525,92.05327260869565,25.53626597826086,44.77365597826088,14.653779869565218,49.62309471739138
4,255.56292468749993,93.10487385416667,51.050322541666645,52.10702866666665,26.365851791666675,74.70729870833333
8,493.6376251428572,88.23613002040818,101.57430938775508,62.597652061224494,50.25867804081633,120.27974885714286
