,mul,index_put_impl_,cat,sum,mm,other
1,3.9662982400000004,6.351422359999998,1.9108655,2.1320305000000004,0.5288580399999999,5.9312510199999995
2,7.041211590909094,6.012780886363635,3.2336659545454554,3.076757863636364,0.802961590909091,8.770339113636368
4,13.266393599999999,6.613964688888889,6.006911622222222,5.545591066666667,1.1430106000000002,15.515973666666667
8,25.549681173913037,6.704356217391305,11.479361391304352,10.87539554347826,1.8171920000000001,29.59707415217389
16,50.19086368292681,7.577983853658533,22.65836063414634,21.487509804878048,3.4894647560975622,58.917886000000124
