,mul,index_put_impl_,cat,sum,mm,other
1,7.823557166666667,10.266717416666667,4.1311559375,3.697699875,21.011593854166666,23.47756114583332
2,14.444100717391306,10.208274478260865,7.002723586956521,6.888146065217393,31.12979680434782,32.510381347826126
4,27.582773209302328,11.328339325581394,13.075689790697675,14.046204093023258,40.2499918372093,50.415977790697696
8,54.05916929545455,11.217961840909089,25.56768179545455,26.375053568181816,84.57069138636363,86.37591013636364
16,107.23406758695653,11.233445739130433,50.60276413043478,48.57277182608696,188.34676384782608,159.0677943260872
