,mul,index_put_impl_,cat,sum,mm,other
1,21.1557685,22.16362077272727,12.043008977272729,9.627996863636364,2.4732447954545456,44.39254247727273
2,36.96135936170213,22.541926234042553,19.14661508510638,16.550150297872346,3.82247485106383,69.16669240425526
4,68.60857525531915,22.769852510638295,33.62019517021276,30.05245289361702,7.992908680851062,116.31859785106383
8,131.65987826086956,23.484496804347824,62.928959456521746,58.53195476086957,13.248846043478258,214.08545143478267
