,mm,index_select,mul,scatter_add_,cat,other
1,197.62702988095242,124.45904504761909,25.680765619047616,60.88958414285716,27.90566954761905,74.98827926190467
2,288.1057319183673,127.22689444897962,51.06167859183673,67.23728853061228,39.70992236734694,107.51296202040817
4,398.56322494000005,128.94168386,102.38867774000002,80.77481212000002,64.01311937999999,159.49687849999975
