,mm,index_select,mul,scatter_add_,cat,other
1,62.93011635555554,37.50289553333333,6.245064044444444,19.09364355555556,4.506574888888888,17.99484955555559
2,90.54472442222223,39.75421135555556,12.375748488888888,21.353730333333335,7.189163422222221,25.093009066666752
4,112.45480551020408,40.76540640816327,24.803264734693872,25.34047004081632,12.732683081632656,36.81353240816338
8,221.85301743749997,39.945027499999995,49.499990041666656,30.414224229166667,24.172533687500003,58.56175068750008
16,469.68357646000004,39.47248174,98.75968466,41.10449666,47.36792368,105.29216895999991
