,16,32,64,128,256,512,1024,2048
0,12.89137,13.147057,20.727709,37.906076,80.44033,209.844473,621.46228,2142.684227
1,12.89169,13.902604,21.013667,39.21514,84.870742,210.275121,629.297919,2151.937124
2,13.216044,13.975462,21.117625,39.341945,84.910706,211.048842,630.184462,2154.222292
3,13.246153,13.993028,21.816154,39.401619,85.167355,211.12906,630.342045,2157.720669
4,13.767385,13.999171,21.946734,39.546246,85.213495,211.130019,630.749466,2159.807213
5,14.009923,14.072093,22.21279,39.861545,85.270129,211.668754,631.093083,2159.893957
6,14.378626,14.161652,22.614034,39.880295,85.333836,211.679345,631.185074,2163.806999
7,14.683558,14.181523,22.663789,39.919908,85.430435,211.704975,631.962635,2164.698416
8,15.006953,14.376929,23.170174,39.96224,85.434146,211.898877,632.19378,2168.332992
9,15.345354,14.380417,23.180637,39.987389,85.494588,211.906554,632.216148,2168.334383
10,15.361641,14.54501,23.769512,40.038584,85.497148,212.013107,632.375078,2168.678556
11,15.56399,14.706532,23.802757,40.0957,85.536185,212.495463,632.628494,2169.285786
12,15.682699,14.735584,23.860128,40.100595,85.563703,212.598077,633.402693,2180.807223
13,15.792353,14.805211,23.886365,40.104787,85.640528,212.652088,633.824607,2181.543178
14,15.975568,14.85455,23.968949,40.140271,85.663278,212.669719,634.275864,2182.867229
15,16.511455,14.986602,24.033872,40.159693,85.66427,213.048213,634.323795,2183.116528
16,16.542845,15.138108,24.069708,40.196554,85.671021,213.058291,634.701682,2185.724742
17,16.551548,15.153243,24.152965,40.216745,85.704298,213.155179,635.433165,2188.709625
18,16.590648,16.014476,24.278777,40.272611,85.736007,213.250113,635.520325,2188.786352
19,17.338645,16.227449,24.572254,40.277795,85.767684,213.252834,635.770095,2189.475669
20,17.4826,16.583576,24.599452,40.28493,85.8543,213.276831,636.112816,2191.493143
21,18.486924,16.88646,24.673205,40.330942,85.868795,213.316667,636.395541,2195.430356
22,18.763634,16.927993,24.695508,40.35446,85.908503,213.366487,636.59763,2198.920739
23,18.768882,16.950103,24.9974,40.365499,85.909559,213.578787,636.773714,2199.372059
24,18.785008,18.374068,24.999512,40.382809,85.938581,213.61664,636.939395,2206.43683
25,18.984222,18.496873,25.122316,40.391673,85.979793,213.828169,636.966627,2208.009142
26,19.151727,18.772081,25.142794,40.394648,86.035179,213.842892,637.452788,2208.489538
27,19.174285,19.041016,25.167752,40.444787,86.089158,213.939811,637.683867,2211.063293
28,19.21105,19.092276,25.3039,40.454323,86.160544,213.954081,637.964961,2211.082556
29,19.395929,19.232487,25.439119,40.579719,86.177567,214.026907,638.202962,2212.342983
30,19.487984,19.474704,25.44923,40.583431,86.195773,214.078997,638.581421,2216.918474
31,19.514382,19.478512,25.777777,40.622819,86.301363,214.201003,638.741242,2221.234476
32,19.5347,20.23953,25.832715,40.629795,86.38174,214.20705,639.145914,2228.011236
33,19.548363,20.592234,25.913572,40.680414,86.408201,214.344126,639.276145,2229.435415
34,19.68483,21.019139,25.927427,40.765878,86.419656,214.52043,639.527095,2231.929397
35,19.746489,21.078654,25.987806,40.804051,86.42724,214.750456,639.632905,2232.096572
36,19.787509,21.079518,25.995164,40.815121,86.454117,214.886028,640.440127,2233.226112
37,20.029023,21.159159,25.99718,40.876044,86.472644,214.934727,640.637934,2233.230732
38,20.211535,21.924017,26.017627,41.005728,86.510336,215.217546,641.274707,2237.043959
39,20.22283,21.933745,26.118514,41.019711,86.554524,215.324836,641.414375,2238.750561
40,20.444666,22.392998,26.434388,41.030174,86.654611,215.353441,641.738125,2240.26402
41,20.814264,22.415684,28.478395,41.129493,86.871999,215.442422,642.061452,2240.314099
42,20.941932,22.539417,32.260673,41.238411,86.91961,215.883889,642.243611,2242.832636
43,20.969802,22.669869,34.536273,41.299782,87.136359,215.911787,643.454508,2244.201169
44,21.094655,23.12154,34.636137,41.661189,87.302392,216.041183,645.053435,2246.012882
45,21.176311,23.458149,34.776379,52.056815,87.692532,216.373285,645.111573,2248.629665
46,21.31297,23.625014,34.801337,52.560609,88.242498,216.49103,645.354463,2250.604629
47,21.384515,23.662195,35.103934,59.206434,92.412997,217.579954,646.819257,2258.464117
48,22.335437,23.722605,35.106557,60.970785,121.097288,218.871392,660.516157,2258.639846
49,38.753909,27.085147,35.117916,84.062725,131.904844,233.766123,669.368797,2261.47552
