,mm,scatter_add_,index_select,gather,thnn_fused_gru_cell,other
16,6.845230139534885,2.886055837209302,1.6245213255813953,1.3666785813953486,1.2838767441860464,5.38802909302326
32,9.684194021739133,5.0396879782608694,3.268729782608696,2.6127451521739133,2.4855890869565225,7.5865999565217415
64,18.428264444444444,9.963593355555556,6.905218333333332,5.490508911111111,4.937085800000001,11.983985866666664
128,47.77189959183673,20.27278457142857,14.031063897959188,10.670227653061223,9.820115,20.903024326530584
256,155.27318193877554,42.19495308163263,28.250003897959196,22.47119940816327,19.616328530612243,40.66802742857146
512,628.5464064897958,85.74274963265309,62.18166236734695,46.76666300000002,38.87955973469388,81.72568518367314
1024,2753.4121782600005,170.80556392,120.87789644,92.39988062000002,77.69045333999999,172.52259522000077
