,mm,mul,scatter_add_,index_select,gather,other
16,20.807232914893618,1.1910274680851067,0.7849979787234043,0.6776812765957446,0.4929164680851063,3.287805021276597
32,21.178523769230765,2.031583102564102,1.4660504871794873,1.1752082564102564,0.9005046153846157,3.5682413846153977
64,32.00149823404255,3.713178063829787,2.941639531914894,2.2019748085106388,1.7337609787234043,4.587091531914886
128,45.014748466666674,7.06084588888889,6.140913222222222,4.341934844444443,3.5968972444444445,6.769815133333381
256,89.3222533125,13.748030520833332,12.894352041666666,8.900429583333333,6.978018583333333,10.459601250000048
512,182.1644505555555,27.193125266666666,25.71493268888889,18.602486222222225,12.883160911111107,18.74881506666685
1024,433.4785057083334,54.13633845833332,51.06065875000001,35.8571901875,23.983946249999992,38.83086381250007
2048,951.30033134,108.05071004000001,100.86817913999998,72.70422351999997,45.11670738,79.63676065999971
