,mm,scatter_add_,index_select,gather,thnn_fused_gru_cell,other
16,22.144702227272735,1.0620052500000003,0.9083987727272728,0.6946188863636363,0.5069867045454545,3.679712068181825
32,23.57666678571429,2.3566606666666665,1.8912456428571431,1.4862867380952383,0.9674091190476191,4.6254011904762
64,37.93439320454545,5.115055772727273,3.8551149545454537,3.0037886590909086,1.9106495227272724,6.440575772727271
128,62.78776813043478,11.10684847826087,7.980181173913041,6.295194804347826,3.7892668478260876,10.60506173913042
256,149.26071868749997,23.543830416666665,16.089331812500003,11.91697175,7.554654916666666,18.578775374999964
512,425.42394463265305,47.972287285714295,33.51995381632653,27.070415653061218,15.09120957142857,36.74819836734696
1024,1443.7798465999995,96.79778977999996,67.13920854000003,51.50831103999999,30.081164599999987,83.32679740000026
