,mm,scatter_add_,index_select,gather,thnn_fused_gru_cell,other
16,2.90476072,0.3342947399999999,0.26696246,0.20174418,0.29905808,3.857589380000002
32,3.2303689347826094,0.5618659782608696,0.4724084565217391,0.3481985000000001,0.5595427173913042,3.531803521739132
64,5.15409482,0.90628782,0.72964282,0.5378267,1.1081216799999993,4.282846899999999
128,10.107181785714287,1.6699888095238098,1.3074174999999997,0.9696730476190477,2.1921803333333334,5.440803261904755
256,34.78709047727273,3.7940124772727275,2.768031977272727,2.0908508181818184,4.34469984090909,8.423761318181818
512,136.0761205,8.206490217391305,5.913185565217391,4.34878404347826,8.601057369565217,15.204712565217363
1024,560.7845410000001,17.34745975,12.136228145833334,9.263714937500001,17.223761500000002,30.912993916666778
2048,2471.45562964,34.85580828000001,24.641794339999997,18.727476420000002,34.400479999999995,72.37886987999991
