,mm,scatter_add_,index_select,gather,thnn_fused_gru_cell,other
16,10.359458930232558,3.091657860465116,1.88861711627907,1.3648529069767443,4.7692004651162785,16.958703674418604
32,19.239399260869565,5.180740304347825,3.566761239130435,2.623179,9.280410152173912,22.868094065217377
64,49.21715709090909,10.082086090909092,7.889032727272727,5.461880795454544,18.37439052272727,35.29696009090905
128,166.23902991666668,20.582256854166662,16.28480491666667,12.62727864583333,36.652122562500004,58.74753672916668
256,591.4791661632651,41.524912428571426,32.15110987755103,25.19122297959184,73.0323357142857,107.75605412244909
