,mm,mul,scatter_add_,index_select,gather,other
16,1.4329759787234044,1.4066075531914897,1.1011929361702129,0.8979425531914892,0.6834054255319149,2.950930829787236
32,1.2498397599999997,2.2287353199999997,1.67813416,1.3249155199999998,1.0361571799999996,3.1581040200000015
64,1.770869979591837,3.8612000204081647,2.738309387755101,2.1306840408163263,1.666785571428571,3.883954775510208
128,1.7978881333333334,7.05811222222222,4.856742755555556,3.6211989111111107,2.8382864444444436,4.433555777777773
256,3.234820636363637,13.525718636363633,10.428102227272724,6.680219227272729,5.444580590909091,6.6136200909090945
512,6.125842085106382,26.426186361702133,22.098804063829785,12.609361638297873,10.867513170212765,11.602673255319175
1024,12.366138847826088,52.17897067391305,45.934728760869554,24.008057934782613,21.467348130434782,23.009177347826125
2048,26.44382595918367,103.42887628571432,93.38908020408162,55.26721514285715,42.24908269387755,44.94675620408151
