,mm,mul,scatter_add_,index_select,gather,other
16,4.258803489795921,2.4140570408163264,2.307568142857143,1.5016523061224492,1.1843464489795916,5.0406773877551085
32,4.608636651162791,3.9837786046511643,3.3990791395348836,2.222569558139535,1.6901482790697673,5.60669309302326
64,5.969921840909091,7.13611018181818,6.084008136363637,4.029660386363636,3.0981444318181817,7.575766727272725
128,7.8101249333333325,13.437642911111109,11.650079777777778,7.5644627999999985,5.901151733333335,11.230853555555576
256,14.034996851063825,26.055840489361703,23.52511540425532,14.58016304255319,11.371611808510638,20.292350978723377
512,30.34964136956522,51.12223276086956,47.018678326086956,30.918493239130438,21.97629463043478,37.458953739130436
1024,61.63238508163265,101.34253208163263,93.96147765306122,65.15464163265305,43.43307163265306,76.82921365306123
