,mm,mul,scatter_add_,index_select,gather,other
16,1.7813705476190478,3.4575145238095244,3.816489119047619,2.2866874285714283,1.4760960952380955,13.917058452380957
32,2.443121604651162,5.486846906976745,5.383695139534884,3.4268806279069763,2.2378512093023257,16.29913920930234
64,3.7975093695652165,9.527110891304345,8.646329086956522,5.76719993478261,3.916526347826086,21.37485513043479
128,7.861265369565216,17.60923195652174,15.188147630434779,10.508159282608698,7.218478260869565,31.170960152173897
256,13.224812911111112,33.74785860000001,28.661576155555547,20.43853022222222,13.651262799999998,52.06195057777778
512,25.40459781632653,65.9469095510204,55.293835408163275,42.694023469387744,26.065129897959185,93.7886777142856
1024,51.037912234042544,129.9308359148936,109.35644461702127,90.64320906382977,51.04590046808513,179.64356344680857
