,mm,scatter_add_,index_select,gather,thnn_fused_gru_cell,other
16,1.6442470212765958,0.8481922340425533,0.6219968723404256,0.4975147021276596,0.11395517021276595,2.9154103829787235
32,1.7756547346938776,1.4189557959183665,1.1052757142857141,0.8768670204081633,0.22463777551020406,3.0573369999999986
64,2.434114551020408,2.2366076326530613,1.7816103265306122,1.3555725510204077,0.43907051020408167,3.277414326530616
128,4.75631996,4.275349119999999,3.2765753199999996,2.5489528200000007,0.86246644,4.763411000000005
256,13.07368728888889,8.955606422222223,6.265427555555558,5.046326755555556,1.7074475333333339,6.865453133333332
512,49.43319245652172,20.154818565217393,12.87591697826087,10.700510347826087,3.379307217391305,12.41725041304349
1024,196.29424572340423,44.13049927659574,27.04953095744681,22.44612925531915,6.719578531914894,27.84257772340436
2048,858.1126102000001,88.86453497999999,56.553856299999985,47.17490732,13.379829460000002,64.36998434000043
