,amazon-photo,pubmed,amazon-computers,coauthor-physics,flickr,com-amazon
0,96.580078125,46.940810546875,199.333984375,210.88916015625,399.06689453125,563.75390625
1,189.63134765625,90.6513671875,390.78466796875,415.49169921875,785.09130859375,1107.75390625
2,375.064453125,179.646484375,770.29541015625,818.986328125,1552.300185546875,2195.50732421875
3,746.3779296875,359.65380859375,1535.151123046875,1629.7783203125,3088.24951171875,4371.0146484375
4,1490.9970703125,714.67333984375,3060.27685546875,3251.462890625,6159.72412109375,8715.177734375
