,amazon-photo,pubmed,amazon-computers,coauthor-physics,flickr,com-amazon
0,102.2060546875,47.841201171875,210.9033203125,222.73779296875,420.171875,563.75390625
1,193.15869140625,90.6513671875,398.49755859375,423.2578125,795.09130859375,1107.75390625
2,375.064453125,179.646484375,770.29541015625,818.986328125,1552.300185546875,2195.50732421875
3,738.8759765625,359.65380859375,1519.14013671875,1629.7783203125,3089.140029296875,4371.0146484375
4,1473.9384765625,714.67333984375,3025.43212890625,3251.462890625,6160.614638671875,8715.177734375
5,2944.2431640625,1429.65380859375,6038.95556640625,6493.5703125,,
