,8,16,32,64
0,95.937517,138.592916,208.906428,357.936498
1,95.990377,139.099654,209.281532,358.111618
2,96.01223,139.387628,209.387346,358.111779
3,96.110845,139.61535,209.389106,358.117601
4,96.128988,139.638101,209.627133,358.129568
5,96.184279,139.653459,209.62758,358.137504
6,96.193846,139.734763,209.662169,358.217082
7,96.24181,139.798566,209.696054,358.357965
8,96.247345,139.915388,209.76904,358.533116
9,96.255152,139.935545,209.809259,358.584887
10,96.275822,139.942521,209.823402,358.681583
11,96.356455,140.099403,209.85492,358.704044
12,96.371077,140.173507,209.861607,358.738282
13,96.375877,140.188643,209.921247,358.774281
14,96.400003,140.219904,209.941246,358.831553
15,96.403459,140.223104,209.948959,358.884347
16,96.464317,140.292953,210.03999,358.949974
17,96.466077,140.311191,210.06213,358.987029
18,96.466557,140.413774,210.071572,359.233982
19,96.484283,140.419629,210.14894,359.358001
20,96.492827,140.461578,210.155242,359.430028
21,96.525847,140.475528,210.159562,359.451589
22,96.546965,140.537219,210.169994,359.467143
23,96.561717,140.606876,210.213702,359.481192
24,96.567572,140.613532,210.226437,359.481574
25,96.638445,140.657976,210.241348,359.48708
26,96.6547,140.692981,210.27085,359.527361
27,96.667978,140.795851,210.30851,359.572543
28,96.691368,140.865093,210.335899,359.629627
29,96.809405,140.913056,210.348409,359.725394
30,96.843483,140.915712,210.349658,359.773291
31,96.843707,140.968026,210.397014,359.785193
32,96.847834,140.990521,210.416052,359.798473
33,96.871736,141.040533,210.417716,359.820551
34,96.879927,141.128524,210.496365,359.82231
35,96.886838,141.15377,210.575334,359.866597
36,96.897302,141.210308,210.585347,359.958617
37,96.972655,141.259201,210.585765,359.959386
38,97.149214,141.261185,210.74194,360.018421
39,97.256053,141.275327,210.898792,360.063505
40,97.267763,141.434256,210.903304,360.066867
41,97.334542,141.495915,211.024317,360.184935
42,97.491999,141.496363,211.330464,360.314906
43,97.510429,141.552709,211.416377,360.521319
44,97.551449,141.621855,211.574474,360.985535
45,97.594358,142.052247,211.627813,361.146799
46,97.7817,142.612228,218.360958,361.223944
47,104.870203,143.732767,221.06167,363.08854
48,106.653272,154.858308,226.675556,367.500745
49,124.93419,178.394415,249.537579,405.783714
