,amazon-photo,pubmed,amazon-computers,flickr,com-amazon
0,2249.90966796875,773.50732421875,4750.373046875,6398.64404296875,3554.06494140625
1,2374.07666015625,908.00244140625,5005.9423828125,7641.373046875,5036.9951171875
2,2952.447265625,1216.37939453125,6137.3935546875,,
3,4306.61865234375,1833.35498046875,,,
4,7015.67431640625,3062.79052734375,,,
