,amazon-photo,pubmed,amazon-computers,flickr,com-amazon
0,2221.75947265625,764.29576171875,4691.16673828125,6299.5127734375,3574.034052734375
1,2315.7990234375,892.74205078125,4883.5187890625,7464.8287890625,4894.062373046875
2,2853.2326171875,1178.7776953125,5934.885,10016.14958984375,8261.467158203124
3,4106.24189453125,1748.60044921875,8512.6769921875,,
4,6612.40009765625,2888.7230078125,,,
