,memory,diff_memory
0,237379584,233292288
1,156027904,147094016
2,126948352,119952384
3,109196800,102636032
4,103278592,96919040
5,92574208,86317056
6,89077760,82940928
7,85297664,79216128
8,80680960,74648576
9,78020608,72046080
10,74416640,68464128
11,74089984,68186112
12,70846464,64953856
13,68369920,62515712
14,65490432,59655680
15,64901120,59099136
16,64337920,58550784
17,62007296,56232960
18,61156352,55403520
19,58924544,53187072
20,58460160,52743680
21,45428224,39729152
22,36084736,30749184
23,24923136,16923136
24,20370432,14308352
25,18120704,12493824
26,17148928,11723264
27,15878656,10555392
28,15298560,10095616
29,14799872,9652224
30,14176256,9077760
31,13923840,8883200
32,13395968,8377344
33,13292544,8322560
34,12836352,7877632
35,12629504,7709184
36,12245504,7344640
37,12161536,7293440
38,11994624,7141376
39,11774464,6934016
40,11576832,6757888
41,11359744,6556160
42,11160064,6377472
43,9559040,4793856
44,237379584,233292288
45,156027904,147094016
46,126948352,119952384
47,109196800,102636032
48,103278592,96919040
49,92574208,86317056
50,89077760,82940928
51,85297664,79216128
52,80680960,74648576
53,78020608,72046080
54,74416640,68464128
55,74089984,68186112
56,70846464,64953856
57,68369920,62515712
58,65490432,59655680
59,64901120,59099136
60,64337920,58550784
61,62007296,56232960
62,61156352,55403520
63,58924544,53187072
64,58460160,52743680
65,45428224,39729152
66,36084736,30749184
67,24923136,16923136
68,20370432,14308352
69,18120704,12493824
70,17148928,11723264
71,15878656,10555392
72,15298560,10095616
73,14799872,9652224
74,14176256,9077760
75,13923840,8883200
76,13395968,8377344
77,13292544,8322560
78,12836352,7877632
79,12629504,7709184
80,12245504,7344640
81,12161536,7293440
82,11994624,7141376
83,11774464,6934016
84,11576832,6757888
85,11359744,6556160
86,11160064,6377472
87,9559040,4793856
