,memory,diff_memory
1192,99485696,41218048
1193,93668352,35812352
1194,83091456,25331712
1195,89325568,31753728
1196,92668416,34980864
1197,99312128,41558528
1198,82712576,24824320
1199,81312768,23743488
1200,92523008,34981376
1201,80103424,22366720
1202,84978176,27456512
1203,89544704,31935488
1204,84339712,26639872
1205,85491200,27895808
1206,88184832,30566400
1207,83015680,25347072
1208,95115264,37538304
1209,87355392,29551616
1210,88202240,30550528
1211,82734592,25067520
1212,72219648,14651904
1213,87030272,29644288
1214,81120256,23483392
1215,78631424,21089792
1216,70719488,13222400
1217,73695744,16335872
1218,68971008,11561472
1219,105504768,48174080
1220,148421632,90392064
1221,108360192,49469952
1222,108266496,50211840
1223,101410304,43364864
1224,96272384,38354432
1225,88991744,31176704
1226,88999936,31324672
1227,91093504,33414144
1228,87341568,29620736
1229,89180672,31527424
1230,79596544,21908992
1231,85526016,28014080
1232,83101696,25482240
1233,82079232,24502784
1234,84042240,26485248
1235,79010816,21416960
1236,91290624,33786368
1237,83763200,26032640
1238,81646592,24059392
1239,81390080,23839744
1240,84218880,26674176
1241,79967744,22366208
1242,78512640,20994048
1243,79515136,22031872
1244,71776256,14260736
1245,74296320,16918016
1246,76977664,19554816
1247,77053952,19586560
1248,86914048,29443072
1249,78537728,20907520
1250,130087936,72583168
1251,125577216,67112448
1252,124344320,65974784
1253,109996544,51645440
1254,112803840,54743040
1255,99857920,41743360
1256,89755648,31888896
1257,79265280,21575168
1258,78516224,21011968
1259,88482816,30996480
1260,72567296,14894080
1261,81038848,23648256
1262,100268032,42728448
1263,91729920,33829376
1264,94031872,36302848
1265,78845440,21061632
1266,76013056,18514944
1267,73428480,15979008
1268,81305088,23898624
1269,86903808,29360640
1270,77292032,19661824
1271,88097280,30625280
1272,87881728,30214144
1273,74810368,17146368
1274,76275200,18846208
1275,75607040,18152960
1276,77370880,19924480
1277,77055488,19578880
1278,78961152,21488640
1279,83963904,26457600
1280,149000704,91405824
1281,124699648,65800192
1282,101995520,43615744
1283,112767488,54840832
1284,106362880,48279552
1285,82911232,24890368
1286,78878720,21312512
1287,90643968,33146880
1288,91321344,33607680
1289,82020864,24298496
1290,89464320,31909376
1291,104914944,47226368
1292,89089024,31115776
1293,78505472,20815360
1294,96047616,38570496
1295,85120000,27302400
1296,76088832,18478592
1297,95513088,38062080
1298,85583360,27765760
1299,79137280,21509632
1300,84662272,27159040
1301,85127168,27526144
1302,80424960,22807040
1303,69453824,11924480
1304,73382400,16043520
1305,87991296,30586880
1306,70110720,12437504
1307,78512128,21161472
1308,83493376,26010624
1309,67585024,9998848
1310,148360704,91052544
1311,112904704,54034944
1312,113695232,55576576
1313,93740032,35580928
1314,87934464,30172160
1315,99493888,41835520
1316,79477760,21584384
1317,94608896,37099520
1318,87029760,29233664
1319,95455232,37818368
1320,93822464,36014080
1321,83934720,26149376
1322,99035648,41443328
1323,99624448,41768448
1324,86873088,29002752
1325,91472384,33844736
1326,85533696,27802112
1327,83490816,25870848
1328,79495680,21914624
1329,81980416,24469504
1330,76244992,18692608
1331,88161792,30706688
1332,83179520,25506304
1333,76700160,19122176
1334,83728384,26265600
1335,78511104,20924928
1336,70086656,12604928
1337,70989824,13640192
1338,80429056,23064576
1339,72026112,14496768
1340,122502656,65120768
1341,126861312,68513792
1342,106439680,47999488
1343,100942848,42958848
1344,93248000,35340800
1345,102041088,44301312
1346,100418560,42492928
1347,80650240,22746112
1348,99107840,41576960
1349,88760832,30929408
1350,86931456,29250048
1351,95849472,38217728
1352,87577088,29751808
1353,100154368,42496000
1354,81184256,23288320
1355,92631040,35090944
1356,82083328,24339456
1357,75259392,17700864
1358,99002368,41565184
1359,98614784,40772608
1360,72317952,14443520
1361,83600896,26214400
1362,83182592,25594880
1363,91655680,34079232
1364,75806208,18073088
1365,70855680,13409792
1366,78534144,21170688
1367,70118912,12617216
1368,69815808,12466176
1369,79230976,21885952
1370,110729216,53221376
1371,136712192,78622208
1372,108471808,49830400
1373,93415936,35366400
1374,108530688,50778624
1375,88684032,30629376
1376,83264512,25590784
1377,81611776,24033792
1378,71660544,14113280
1379,84433920,27058176
1380,88856064,31254528
1381,80621568,22935552
1382,74073088,16544256
1383,84728832,27310592
1384,84561408,26950656
1385,89794048,32196096
1386,83699712,26004480
1387,73681920,16094720
1388,105635328,48224768
1389,100049920,42052096
1390,93269504,35385344
1391,101921280,44151296
1392,88813568,30881792
1393,99897344,42216448
1394,87245824,29349888
1395,84051968,26402816
1396,75629568,18037248
1397,78512128,21068800
1398,80957952,23475200
1399,87323136,29775360
1400,70427648,12774400
1401,57359360,2560
