,memory,diff_memory
0,236711936,179985408
1,218783232,155208192
2,230258688,167046656
3,219060224,155536896
4,245432320,182239744
5,298404352,234706944
6,423188480,356866560
7,456570880,388468224
8,480396288,411484160
9,465481728,395774976
10,459390464,390278656
11,484803072,416683008
12,465925120,397104640
13,510744064,442415616
14,519589376,450019840
15,478396416,408639488
16,578422784,509125120
17,420073472,348141056
18,512363008,445143552
19,580002304,510441984
20,460277760,388395520
21,571624960,503514624
22,426023936,354593280
23,564315136,497093632
24,405864448,334467072
25,603266560,536045056
26,511388160,439063040
27,529612800,459789824
28,518635008,447942144
29,481722880,411807744
30,527912448,459328512
31,484142080,413192704
32,559083520,490245120
33,442962432,371969024
34,567465472,499008000
35,449479168,378276352
36,594260992,525761024
37,439032320,366612480
38,591767040,523333632
39,449650688,377230848
40,582722560,514183168
41,502770688,430350848
42,487602688,418135552
43,405611008,336758784
44,207507456,140579840
45,190529024,124594688
46,201056768,135485440
47,189879296,124100608
48,213995520,148430848
49,259196928,193140224
50,381859840,314638848
51,415390720,345556992
52,443392000,373005312
53,426339328,355239936
54,419011584,348325376
55,448487424,377594880
56,426341376,354639360
57,478464512,407776768
58,486053376,414124544
59,442698240,370582016
60,552198656,481085440
61,378954240,304941056
62,479675904,410097152
63,555674112,483149312
64,418245120,343589376
65,549193216,478723584
66,382362624,307843072
67,540668928,470199296
68,365049344,290762752
69,587570176,517100544
70,484707840,410023424
71,493431808,421249536
72,487836672,414557184
73,439959040,367684608
74,501904384,430961152
75,446983168,374441472
76,533431808,462234112
77,402166784,328814080
78,543348736,472531968
79,407223296,333661184
80,574727680,503868416
81,398157312,323773440
82,573966336,503107072
83,410637312,335996928
84,558279680,487380992
85,472565760,398077440
86,448869888,376187392
87,370943488,299731968
