,memory,diff_memory
0,13134336,12570624
1,13400064,12462080
2,12948480,12005888
3,12855296,11914240
4,13030912,12094464
5,12346880,11404800
6,12803584,11872256
7,12883456,11948544
8,12912640,11974656
9,12658688,11720704
10,13099008,12165632
11,13884416,12943872
12,12123648,11171840
13,12754944,11829248
14,12466688,11530752
15,13282816,12352512
16,12686848,11746304
17,12229632,11295232
18,14601216,13673984
19,2033152,1075200
20,1983488,1345024
21,2011648,1323520
22,1959936,1267200
23,1950720,1259520
24,1969152,1282560
25,1893888,1201664
26,1945088,1263616
27,1953280,1268224
28,1956864,1268736
29,1927680,1239552
30,1977344,1293824
31,2065408,1374720
32,1869824,1167872
33,1939456,1263616
34,1906688,1220608
35,1999872,1319424
36,1931264,1240576
37,1880064,1195520
38,2146304,1468928
39,731648,23552
40,13134336,12570624
41,13400064,12462080
42,12948480,12005888
43,12855296,11914240
44,13030912,12094464
45,12346880,11404800
46,12803584,11872256
47,12883456,11948544
48,12912640,11974656
49,12658688,11720704
50,13099008,12165632
51,13884416,12943872
52,12123648,11171840
53,12754944,11829248
54,12466688,11530752
55,13282816,12352512
56,12686848,11746304
57,12229632,11295232
58,14601216,13673984
59,2033152,1075200
60,1983488,1345024
61,2011648,1323520
62,1959936,1267200
63,1950720,1259520
64,1969152,1282560
65,1893888,1201664
66,1945088,1263616
67,1953280,1268224
68,1956864,1268736
69,1927680,1239552
70,1977344,1293824
71,2065408,1374720
72,1869824,1167872
73,1939456,1263616
74,1906688,1220608
75,1999872,1319424
76,1931264,1240576
77,1880064,1195520
78,2146304,1468928
79,731648,23552
