,memory,diff_memory
0,60130816,58953216
1,59743744,56494080
2,59642368,56424448
3,50307072,47085056
4,9223168,6526464
5,9130496,6339584
6,9133056,6373888
7,7572480,4809216
8,60130816,58953216
9,59743744,56494080
10,59642368,56424448
11,50307072,47085056
12,9223168,6526464
13,9130496,6339584
14,9133056,6373888
15,7572480,4809216
16,60130816,58953216
17,59743744,56494080
18,59642368,56424448
19,50307072,47085056
20,9223168,6526464
21,9130496,6339584
22,9133056,6373888
23,7572480,4809216
24,60130816,58953216
25,59743744,56494080
26,59642368,56424448
27,50307072,47085056
28,9223168,6526464
29,9130496,6339584
30,9133056,6373888
31,7572480,4809216
32,60130816,58953216
33,59743744,56494080
34,59642368,56424448
35,50307072,47085056
36,9223168,6526464
37,9130496,6339584
38,9133056,6373888
39,7572480,4809216
40,60130816,58953216
41,59743744,56494080
42,59642368,56424448
43,50307072,47085056
44,9223168,6526464
45,9130496,6339584
46,9133056,6373888
47,7572480,4809216
48,60130816,58953216
49,59743744,56494080
50,59642368,56424448
51,50307072,47085056
52,9223168,6526464
53,9130496,6339584
54,9133056,6373888
55,7572480,4809216
56,60130816,58953216
57,59743744,56494080
58,59642368,56424448
59,50307072,47085056
60,9223168,6526464
61,9130496,6339584
62,9133056,6373888
63,7572480,4809216
64,60130816,58953216
65,59743744,56494080
66,59642368,56424448
67,50307072,47085056
68,9223168,6526464
69,9130496,6339584
70,9133056,6373888
71,7572480,4809216
72,60130816,58953216
73,59743744,56494080
74,59642368,56424448
75,50307072,47085056
76,9223168,6526464
77,9130496,6339584
78,9133056,6373888
79,7572480,4809216
