,memory,diff_memory
0,119431680,62705152
1,93608960,35009536
2,112011776,53773312
3,106468864,47973376
4,91744768,33321472
5,116088320,57876992
6,97736704,39175680
7,100581376,42287104
8,109335552,51009024
9,90723840,32260608
10,113883648,55688192
11,105895424,47360000
12,95231488,36825088
13,103839744,45581312
14,104150016,45787136
15,104332800,45959168
16,104488448,46109696
17,106438656,48052224
18,113709568,55291392
19,116182016,57664000
20,104243712,45688320
21,134737408,76361728
22,133667328,74882048
23,132186112,73401856
24,129094144,70317568
25,209957376,151199232
26,157218816,97099776
27,171857408,112721408
28,165411328,105980416
29,169572864,110285312
30,176999424,117640704
31,207969792,148487168
32,186780672,126700544
33,189655552,129054720
34,189361152,129589760
35,189540864,128926208
36,189528576,129760256
37,187527168,126908928
38,190131712,130378240
39,164435968,103824384
40,187134976,127805952
41,182163968,122458624
42,178949632,119320576
43,173868544,114221568
44,207704576,148268032
45,182832128,122763776
46,179920896,120318464
47,188567552,128986112
48,183311360,123561472
49,153238528,93631488
50,186782208,127675392
51,207346688,147623936
52,220163072,160090112
53,200573440,140240896
54,210798080,150863360
55,166778880,106635264
56,166734848,107395072
57,226876928,167580160
58,210531328,150097408
59,207627264,147480576
60,208153600,147844096
61,212701696,152615424
62,197756928,137393152
63,130127360,70240768
64,246862848,188124672
65,220379648,159480320
66,221244928,160929792
67,204961280,144247808
68,175981056,115979264
69,166826496,106401280
70,107355136,48062464
71,215053824,156650496
72,213639168,153411584
73,222392832,162206208
74,202214400,141876224
75,158960640,98945024
76,200496640,141295104
77,169479680,109535744
78,289160704,229807104
79,229062656,167102464
80,203288064,142834176
81,178796544,118785024
82,170351104,110857216
83,170850304,111051264
84,140971520,81559552
85,271587328,212699136
86,253974528,192381440
87,209967104,148948480
88,200482304,140417536
89,162018816,102077952
90,159603200,100361216
91,149912576,90724352
92,205080064,146049024
93,271801856,211654144
94,214273536,152802816
95,179091456,118927872
96,178796032,119267328
97,188728320,129223680
98,170054144,110353408
99,107021312,47644160
100,330821120,272431616
101,222744064,159660544
102,178834432,118480384
103,180244480,120748032
104,183157248,123585024
105,159341056,99720192
106,152963584,93750784
107,288601600,229476864
108,222179840,160133120
109,178846720,118565376
110,225539072,166051840
111,193807360,133320192
112,146667520,86864896
113,143175680,84187648
114,235425280,176473600
115,266062848,205254144
116,190496768,129149440
117,226987520,166538752
118,166936576,106441216
119,166809088,107546112
120,164975104,105696768
121,147846144,88547840
122,292377600,233368064
123,202514944,140460544
124,199397888,139395584
125,187015168,127049728
126,197910016,138253824
127,178739712,118796800
128,164677120,105175552
129,237903872,178638848
130,257373696,196484096
131,204081152,143019008
132,183828480,123249664
133,183873536,124249088
134,177280000,116815360
135,154790912,95277568
136,160186368,101061120
137,286401536,227181568
138,251467264,189547008
139,167153152,106192896
140,211358720,152075264
141,157331456,97149952
142,186525696,127399424
143,149704704,90042368
144,232224256,173188608
145,278439936,217737728
146,194036224,132397056
147,208265216,147887616
148,183194624,123059200
149,191688704,131358720
150,154931200,95152128
151,164437504,105318400
152,276862464,217540608
153,208174080,146488832
154,215551488,155497472
155,211294208,151038976
156,188708352,128532480
157,176663552,116602368
158,154792960,95305216
159,192662016,133552640
160,266027008,206175232
161,224394240,163094016
162,203113472,142693376
163,201115648,141090304
164,189279232,129312256
165,180148224,120207872
166,133566976,73995264
167,270931968,212143104
168,220960256,159442432
169,172595200,112307712
170,170317312,110877184
171,198005760,138619904
172,227666944,167746560
173,192707072,131841536
174,159813632,100003840
175,59272192,2560
176,108020224,51278848
177,85740544,26551296
178,101213696,42385408
179,96232960,36295168
180,84284928,25271808
181,103629312,44828160
182,89307648,30156800
183,91790848,32906752
184,98351616,39435264
185,83429888,24376832
186,102536192,43639808
187,95847424,36722176
188,87950336,28954112
189,92954112,34105856
190,94545920,35593216
191,94684672,35721216
192,94681088,35712512
193,96182272,37206016
194,102239744,43000320
195,104512000,45404160
196,93674496,34529280
197,117504000,58111488
198,117485056,58109952
199,116981248,57607168
200,115240448,55874048
201,185381376,126033408
