,memory,diff_memory
0,316985856,314763264
1,59951104,42405888
2,316985856,314763264
3,59951104,42405888
4,316985856,314763264
5,59951104,42405888
6,316985856,314763264
7,59951104,42405888
8,316985856,314763264
9,59951104,42405888
10,316985856,314763264
11,59951104,42405888
12,316985856,314763264
13,59951104,42405888
14,316985856,314763264
15,59951104,42405888
16,316985856,314763264
17,59951104,42405888
18,316985856,314763264
19,59951104,42405888
20,316985856,314763264
21,59951104,42405888
22,316985856,314763264
23,59951104,42405888
24,316985856,314763264
25,59951104,42405888
26,316985856,314763264
27,59951104,42405888
28,316985856,314763264
29,59951104,42405888
30,316985856,314763264
31,59951104,42405888
32,316985856,314763264
33,59951104,42405888
34,316985856,314763264
35,59951104,42405888
36,316985856,314763264
37,59951104,42405888
38,316985856,314763264
39,59951104,42405888
40,316985856,314763264
41,59951104,42405888
42,316985856,314763264
43,59951104,42405888
44,316985856,314763264
45,59951104,42405888
46,316985856,314763264
47,59951104,42405888
48,316985856,314763264
49,59951104,42405888
50,316985856,314763264
51,59951104,42405888
52,316985856,314763264
53,59951104,42405888
54,316985856,314763264
55,59951104,42405888
56,316985856,314763264
57,59951104,42405888
58,316985856,314763264
59,59951104,42405888
60,316985856,314763264
61,59951104,42405888
62,316985856,314763264
63,59951104,42405888
64,316985856,314763264
65,59951104,42405888
66,316985856,314763264
67,59951104,42405888
68,316985856,314763264
69,59951104,42405888
70,316985856,314763264
71,59951104,42405888
72,316985856,314763264
73,59951104,42405888
74,316985856,314763264
75,59951104,42405888
76,316985856,314763264
77,59951104,42405888
78,316985856,314763264
79,59951104,42405888
