,memory,diff_memory
0,57500672,55278080
1,55844352,52436480
2,56646656,53302272
3,55788032,52408320
4,57322496,53979136
5,55810048,52400640
6,55855104,52510720
7,57737216,54391296
8,55890944,52463616
9,55779840,52434944
10,54077952,50736128
11,53085184,49758720
12,59151360,55868416
13,33346560,29878784
14,9467904,6788608
15,9113088,5926400
16,9269760,6146560
17,9063936,5905408
18,9405952,6283776
19,9068544,5880320
20,9084928,5961728
21,9518080,6393344
22,9148416,5942272
23,9080320,5956608
24,8959488,5838848
25,8762368,5657088
26,9764864,6703104
27,5861376,2614784
28,57500672,55278080
29,55844352,52436480
30,56646656,53302272
31,55788032,52408320
32,57322496,53979136
33,55810048,52400640
34,55855104,52510720
35,57737216,54391296
36,55890944,52463616
37,55779840,52434944
38,54077952,50736128
39,53085184,49758720
40,59151360,55868416
41,33346560,29878784
42,9467904,6788608
43,9113088,5926400
44,9269760,6146560
45,9063936,5905408
46,9405952,6283776
47,9068544,5880320
48,9084928,5961728
49,9518080,6393344
50,9148416,5942272
51,9080320,5956608
52,8959488,5838848
53,8762368,5657088
54,9764864,6703104
55,5861376,2614784
56,57500672,55278080
57,55844352,52436480
58,56646656,53302272
59,55788032,52408320
60,57322496,53979136
61,55810048,52400640
62,55855104,52510720
63,57737216,54391296
64,55890944,52463616
65,55779840,52434944
66,54077952,50736128
67,53085184,49758720
68,59151360,55868416
69,33346560,29878784
70,9467904,6788608
71,9113088,5926400
72,9269760,6146560
73,9063936,5905408
74,9405952,6283776
75,9068544,5880320
76,9084928,5961728
77,9518080,6393344
78,9148416,5942272
79,9080320,5956608
80,8959488,5838848
81,8762368,5657088
82,9764864,6703104
83,5861376,2614784
