,memory,diff_memory
0,97903616,96726016
1,86892032,81602048
2,15217664,10476544
3,13744640,9372160
4,97903616,96726016
5,86892032,81602048
6,15217664,10476544
7,13744640,9372160
8,97903616,96726016
9,86892032,81602048
10,15217664,10476544
11,13744640,9372160
12,97903616,96726016
13,86892032,81602048
14,15217664,10476544
15,13744640,9372160
16,97903616,96726016
17,86892032,81602048
18,15217664,10476544
19,13744640,9372160
20,97903616,96726016
21,86892032,81602048
22,15217664,10476544
23,13744640,9372160
24,97903616,96726016
25,86892032,81602048
26,15217664,10476544
27,13744640,9372160
28,97903616,96726016
29,86892032,81602048
30,15217664,10476544
31,13744640,9372160
32,97903616,96726016
33,86892032,81602048
34,15217664,10476544
35,13744640,9372160
36,97903616,96726016
37,86892032,81602048
38,15217664,10476544
39,13744640,9372160
40,97903616,96726016
41,86892032,81602048
42,15217664,10476544
43,13744640,9372160
44,97903616,96726016
45,86892032,81602048
46,15217664,10476544
47,13744640,9372160
48,97903616,96726016
49,86892032,81602048
50,15217664,10476544
51,13744640,9372160
52,97903616,96726016
53,86892032,81602048
54,15217664,10476544
55,13744640,9372160
56,97903616,96726016
57,86892032,81602048
58,15217664,10476544
59,13744640,9372160
60,97903616,96726016
61,86892032,81602048
62,15217664,10476544
63,13744640,9372160
64,97903616,96726016
65,86892032,81602048
66,15217664,10476544
67,13744640,9372160
68,97903616,96726016
69,86892032,81602048
70,15217664,10476544
71,13744640,9372160
72,97903616,96726016
73,86892032,81602048
74,15217664,10476544
75,13744640,9372160
76,97903616,96726016
77,86892032,81602048
78,15217664,10476544
79,13744640,9372160
