,16,32,64,128,256,512,1024
0,1.6334629200000002,1.6661479000000003,2.266354609756098,2.4188760476190474,4.555548166666665,9.492731733333333,18.25399491489362
1,3.0598670400000008,4.87821452,7.831699975609754,14.664581833333333,28.87492538095239,57.67665135555556,115.12909165957444
