,amazon-photo,pubmed,amazon-computers,flickr,com-amazon
0,2858.68994140625,1169.03076171875,5946.61865234375,9998.412109375,8073.40576171875
1,2890.10595703125,1184.109375,6010.21044921875,10130.1826171875,8273.92919921875
2,2952.0732421875,1216.37939453125,6137.3935546875,10396.97265625,8671.896484375
3,3076.1025390625,1279.47021484375,6391.845703125,10929.04736328125,9472.4423828125
4,3324.64892578125,1446.85302734375,6901.24267578125,11993.33001953125,12031.67822265625
5,4182.55810546875,1884.85986328125,8662.0595703125,,
6,6136.33251953125,2762.52099609375,,,
7,10046.03076171875,4622.2412109375,,,
