,loss,memory,diff_memory
0,2.3040473461151123,160655872,160453632
1,2.248098611831665,162200064,126421504
2,2.178689956665039,162153984,126314496
3,2.1113877296447754,161729024,125886976
4,2.0490622520446777,162770944,126956032
5,1.9818155765533447,164663808,128769536
6,1.999654769897461,161380352,125343232
7,1.9044432640075684,165104128,129281536
8,1.9283804893493652,161433600,125368320
9,1.911941647529602,162314752,126466048
10,1.8997275829315186,162860544,127010304
11,1.9017512798309326,162747904,126878208
12,1.9593255519866943,163691008,127755264
13,1.8819605112075806,117274112,81322496
14,1.955107569694519,161920512,161111552
15,1.8016276359558105,162714112,126890496
16,1.913460612297058,163705856,127843328
17,1.897392749786377,162421248,126496768
18,1.861682415008545,163657216,127839232
19,1.845890998840332,162429440,126469632
20,1.936276912689209,161985024,126144512
21,1.8716354370117188,162315264,126490624
22,1.8784593343734741,163608576,127764480
23,1.885872721672058,162920448,126888448
24,1.8993159532546997,162251776,126397440
25,1.9047391414642334,162836992,126994432
26,1.9400395154953003,164429824,128448512
27,1.8720471858978271,116400128,80398848
28,1.9017504453659058,161800192,160991232
29,1.887801170349121,161623040,125805056
30,1.9098498821258545,161712128,125912576
31,1.8661333322525024,161995264,126177280
32,1.8477144241333008,165113856,129287680
33,1.876556634902954,161012224,124979200
34,1.8541219234466553,162873344,127075840
35,1.8412200212478638,161935360,126066688
36,1.8046156167984009,165155328,129332736
37,1.9233397245407104,162522624,126458880
38,1.856319546699524,162779648,126944256
39,1.8854690790176392,162942976,127081984
