,loss,memory,diff_memory
0,1.9462894201278687,862724096,862590976
1,1.8841458559036255,855583232,688042496
2,1.8253211975097656,855143424,688759296
3,1.7621088027954102,860345856,694068736
4,1.711338758468628,865446400,697872896
5,1.6694914102554321,858318848,857786368
6,1.6351839303970337,863331328,695870464
7,1.659902572631836,862481408,694936064
8,1.6460330486297607,862927872,695423488
9,1.6475615501403809,869204992,701678080
10,1.6503467559814453,864020480,863488000
11,1.6686049699783325,863742976,696165376
12,1.654453158378601,860490752,692940800
13,1.6404141187667847,856146432,689683968
14,1.6285916566848755,863994368,697635840
15,1.6458317041397095,854796800,854264320
16,1.6219960451126099,857431552,691179008
17,1.640885829925537,859236864,692723712
18,1.6213515996932983,862301696,695922688
19,1.630764365196228,861228544,693715456
20,1.6297718286514282,863358976,862826496
21,1.633326768875122,855201792,687646208
22,1.631115436553955,854989312,688715264
23,1.6255565881729126,863786496,697327616
24,1.634499192237854,862534656,694974976
25,1.6294784545898438,863348736,862816256
26,1.6208833456039429,860378624,692833280
27,1.6127851009368896,864224768,697814016
28,1.6225658655166626,859531776,691966464
29,1.6048564910888672,855830016,689488384
30,1.608310341835022,858646016,858113536
31,1.6169178485870361,855735808,689553408
32,1.6040582656860352,862435840,696065024
33,1.626198410987854,859655680,691903488
34,1.6207571029663086,855114752,688680448
35,1.6236456632614136,862618112,862085632
36,1.6109153032302856,864063488,696528896
37,1.6156466007232666,858888704,691318272
38,1.6094849109649658,862814208,695327232
39,1.613235354423523,855223808,687698432
