,loss,memory,diff_memory
0,2.0799717903137207,90754560,89859584
1,2.0742347240448,97305600,87897088
2,2.050947904586792,83353600,73881600
3,2.0390493869781494,111058432,101593088
4,1.9985593557357788,81022976,77443072
5,1.987724781036377,100062720,90740736
6,1.9442650079727173,94225408,84643840
7,1.971100926399231,104015360,94505472
8,1.8780663013458252,90355200,86775296
9,1.9696518182754517,98493440,89123328
10,1.9133257865905762,88816640,79254016
11,1.9314091205596924,98830848,89380864
12,1.867676019668579,93060608,89480704
13,1.9335767030715942,108043776,98619904
14,1.9330233335494995,91896320,82401280
15,1.9254734516143799,93359616,83904512
16,1.9148274660110474,100395520,96815616
17,1.903745412826538,88834048,79303680
18,1.9457942247390747,93260800,83818496
19,1.8639824390411377,94700032,85240320
20,1.8855576515197754,88945152,85365248
21,1.9135290384292603,100287488,90828288
22,1.8522013425827026,93941248,84416000
23,1.939683198928833,93480960,83985920
24,1.8744844198226929,99827712,96247808
25,1.8889809846878052,87415808,77906432
26,1.8754266500473022,89153536,79752704
27,1.9015145301818848,106693632,97275392
28,1.9069689512252808,93261824,89681920
29,1.8498420715332031,94054912,84705792
30,1.8453593254089355,98800640,89303040
31,1.8688111305236816,92212736,82726400
32,1.8653998374938965,93765120,90185216
33,1.8184648752212524,81124352,71635968
34,1.7606940269470215,99336704,90019840
35,1.855722427368164,101699584,92256768
36,1.7889204025268555,91562496,87982592
37,1.739749550819397,93853184,84400640
38,1.7452338933944702,98606592,89102848
39,1.7048990726470947,93712896,84250624
