,loss,memory,diff_memory
0,1.9297161102294922,1267711488,1267084800
1,1.903723120689392,1291687424,1167895552
2,1.8747498989105225,1273179136,1149317632
3,1.8415586948394775,1281916416,1158116352
4,1.8004156351089478,1298310144,1174489088
5,1.7467734813690186,1307756032,1183816192
6,1.6844472885131836,1294666752,1169478656
7,1.6451956033706665,1285737984,1160812544
8,1.59075927734375,1291388928,1167258624
9,1.6697224378585815,1293754368,1169650688
10,1.632040023803711,1299943424,1175186944
11,1.5769637823104858,1293492224,1169638400
12,1.5828841924667358,1282045440,1156931072
13,1.581946849822998,1299029504,1174903296
14,1.5827832221984863,1292315648,1167679488
15,1.588062047958374,1279792128,1155705344
16,1.617468237876892,957751808,834320896
17,1.6024495363235474,1306787840,1304281088
18,1.561355710029602,1294049792,1169440768
19,1.5765661001205444,1285690880,1161207296
20,1.58639657497406,1278967296,1155177984
21,1.5790470838546753,1306805760,1182895616
22,1.6006258726119995,1300538368,1175406592
23,1.5788568258285522,1291150848,1166182400
24,1.5549930334091187,1291763200,1168023552
25,1.5857958793640137,1281668096,1157267456
26,1.6036368608474731,1278749696,1154941952
27,1.5756241083145142,1298529792,1175478784
28,1.5806728601455688,1286756864,1162833920
29,1.5631566047668457,1267590656,1143835648
30,1.5745658874511719,1291424256,1168668160
31,1.5940415859222412,1276392448,1151511552
32,1.5849668979644775,1284826112,1160110592
33,1.5742671489715576,963896320,840148992
34,1.5950109958648682,1284829696,1282322944
35,1.5839961767196655,1263741440,1139921920
36,1.5781588554382324,1282819072,1160337920
37,1.5605517625808716,1298293248,1174257664
38,1.5692625045776367,1295249408,1170883072
39,1.5864819288253784,1300251648,1175539712
