,loss,memory,diff_memory
0,1.1103547811508179,352715776,352610304
1,0.9108669757843018,341873152,289393664
2,0.770433247089386,508197888,455882240
3,0.7144395112991333,288455168,234599936
4,0.6295517683029175,281466368,229639168
5,0.5453062653541565,316388352,263367168
6,0.515569269657135,381857792,329566720
7,0.48024076223373413,287580160,234574336
8,0.4552804231643677,365002240,312237056
9,0.43973308801651,353488896,300542976
10,0.41636377573013306,294035968,241559040
11,0.450175017118454,342945280,290267648
12,0.4104451537132263,312793088,260450304
13,0.40905138850212097,317468672,264525824
14,0.3968355357646942,350480384,298231296
15,0.4177210330963135,305139712,252125696
16,0.39680224657058716,392363520,340256768
17,0.3910973072052002,373063680,320275456
18,0.3855668604373932,336011264,283436544
19,0.3850255012512207,273089536,220809216
20,0.4097641408443451,297116160,245436928
21,0.4151485860347748,277830656,225149440
22,0.40519610047340393,365054976,312559104
23,0.3804028630256653,360112640,307388416
24,0.39328593015670776,303528960,249768960
25,0.3830108344554901,273594368,221618176
26,0.3920080363750458,312710656,260546048
27,0.3698121905326843,419418624,367326720
28,0.38198381662368774,331979776,278910464
29,0.3700005114078522,326772224,274488320
30,0.3774794042110443,312922624,260850688
31,0.3729459047317505,354385920,302272000
32,0.35276511311531067,277125632,224023040
33,0.37379345297813416,323229696,271095296
34,0.3698490560054779,312405504,260180480
35,0.3667570948600769,313483776,261312000
36,0.3502592444419861,318678528,266434048
37,0.3620193600654602,156129792,103066112
38,0.36766549944877625,307755008,307333120
39,0.38313397765159607,294377984,241352704
