,loss,memory,diff_memory
0,1.9480177164077759,17607680,17476608
1,1.923275351524353,17970176,6349824
2,1.8959201574325562,18064384,6433280
3,1.8655112981796265,18183168,6524928
4,1.83341383934021,18024960,6397440
5,1.7934712171554565,18142208,6507008
6,1.7676048278808594,18066432,6435328
7,1.7318942546844482,18160640,6489088
8,1.7002638578414917,18009600,6360064
9,1.6850011348724365,18136064,6462976
10,1.6868489980697632,17748992,6123008
11,1.6999174356460571,17597952,6004224
12,1.6257257461547852,17765888,6167040
13,1.6765128374099731,17558528,5956608
14,1.6493494510650635,17751040,6133248
15,1.6650506258010864,18361344,6696448
16,1.688226342201233,12507136,834560
17,1.635886549949646,17312768,16788480
18,1.6273154020309448,18556416,6994944
19,1.6777141094207764,17772032,6097920
20,1.6480686664581299,18114560,6494208
21,1.6587213277816772,18052096,6398464
22,1.6598957777023315,18097664,6439424
23,1.6333240270614624,18246144,6602752
24,1.6508827209472656,17504256,5859840
25,1.6311860084533691,18143744,6543872
26,1.636635184288025,18191872,6522368
27,1.6356525421142578,17630208,5998080
28,1.6363743543624878,18112000,6499840
29,1.6480610370635986,18310144,6654976
30,1.6630502939224243,18439680,6791680
31,1.6459468603134155,18022400,6353920
32,1.6571805477142334,17874432,6225408
33,1.6397265195846558,11800064,138752
34,1.608938217163086,18052608,17528320
35,1.6415477991104126,17861632,6194688
36,1.627328872680664,17924096,6315520
37,1.6529567241668701,18314752,6684160
38,1.6351689100265503,17999872,6331904
39,1.6580554246902466,18459136,6826496
