,loss,memory,diff_memory
0,2.0799171924591064,4135424,3939328
1,2.0556480884552,4894720,2694144
2,2.0278899669647217,4534272,2286080
3,2.028841733932495,4806144,2656256
4,2.030243396759033,4572160,2360832
5,1.9940632581710815,4564992,2393088
6,2.0156500339508057,4853760,2668544
7,1.9736244678497314,4850176,2632192
8,2.0537514686584473,4785152,2592768
9,1.9324947595596313,4379136,2154496
10,1.9683653116226196,4506624,2394112
11,1.8944969177246094,4677120,2507264
12,2.0022237300872803,4427776,2213376
13,1.8574717044830322,4669440,2502144
14,1.9688184261322021,4740608,2563584
15,1.8811748027801514,4750336,2565120
16,1.9584487676620483,3342336,1121792
17,1.9565569162368774,4558336,3773952
18,1.9620842933654785,4363264,2227712
19,1.9788575172424316,4720128,2610688
20,1.9823708534240723,4585472,2389504
21,1.8785490989685059,4901376,2705920
22,1.9134304523468018,4627456,2373120
23,1.9248055219650269,4713984,2537984
24,1.9131304025650024,4647936,2456064
25,1.8523789644241333,4705280,2522624
26,1.9132033586502075,4713984,2492416
27,1.9838844537734985,4846080,2669056
28,2.017479181289673,4567040,2348032
29,1.9223783016204834,4670464,2486272
30,2.0299160480499268,4456448,2257408
31,1.874091386795044,4885504,2723328
32,2.006234645843506,4610048,2364928
33,1.8326570987701416,3457536,1290752
34,1.916888952255249,4848128,4063744
35,1.9158802032470703,4820992,2617856
36,1.8897651433944702,4664832,2461696
37,1.954384207725525,4639232,2451456
38,1.8294332027435303,4732416,2528768
39,1.9027334451675415,4651008,2448896
