,loss,memory,diff_memory
0,1.0269711017608643,5101111808,5101006336
1,0.8657017350196838,5147953664,4377494528
2,0.7245610356330872,5138940416,4369611264
3,0.62531977891922,5152935936,4384283648
4,0.5557637214660645,5149784064,4378897920
5,0.498327374458313,5148443136,4379059712
6,0.4495293200016022,5160037376,4390121472
7,0.41897496581077576,3677734400,2906946560
8,0.4051331579685211,5097885184,5097463296
9,0.3978867530822754,5146394624,4375846912
10,0.3906317353248596,5147817984,4378745344
11,0.3847230076789856,5153706496,4382885888
12,0.3800235986709595,5154830848,4385164288
13,0.3750734329223633,5150095360,4380171776
14,0.3689625561237335,5153742336,4384317440
15,0.3663477599620819,3668670976,2898839040
16,0.3636389374732971,5104588288,5104166400
17,0.36354249715805054,5154806272,4383035392
18,0.3597906827926636,5153316864,4382431232
19,0.3588615953922272,5152658432,4382805504
20,0.356736958026886,5164163072,4393281024
21,0.35457298159599304,5150331392,4379754496
22,0.35233965516090393,5147843072,4378312192
23,0.3546786308288574,3664640512,2895242240
24,0.3509387671947479,5109277696,5108855808
25,0.34839239716529846,5147622912,4375750656
26,0.3483774662017822,5154218496,4385468928
27,0.3474350869655609,5148414464,4377529856
28,0.34752440452575684,5146988544,4377404928
29,0.34565308690071106,5142535680,4372706816
30,0.3433881402015686,5162322944,4393441280
31,0.34192025661468506,3675112960,2904376320
32,0.3428974449634552,5099559424,5099137536
33,0.33979907631874084,5157191680,4385556992
34,0.3404347002506256,5151874048,4380921856
35,0.3402073383331299,5152446976,4381583360
36,0.33942022919654846,5162746880,4392993280
37,0.3382013142108917,5149339648,4379162624
38,0.3360799252986908,5136600064,4367423488
39,0.33721503615379333,3668350976,2900378624
