,loss,memory,diff_memory
0,1.9467324018478394,649756672,645669376
1,1.9301716089248657,650865664,460793344
2,1.9125967025756836,650148352,645667840
3,1.8926326036453247,650797568,460725248
4,1.870147466659546,649895424,645414912
5,1.8478543758392334,651795456,461723136
6,1.820846438407898,649996288,645515776
7,1.7971693277359009,651080704,461008384
8,1.7717207670211792,650055168,645574656
9,1.744620680809021,650799616,460727296
10,1.725416898727417,650164224,645683712
11,1.7029261589050293,650872832,460800512
12,1.6905760765075684,650379264,645898752
13,1.6741334199905396,650830848,460758528
14,1.6667476892471313,650429952,645949440
15,1.6638551950454712,651083264,461010944
16,1.6636264324188232,650506752,646026240
17,1.6559011936187744,650746368,460674048
18,1.6531280279159546,649973760,645493248
19,1.6645327806472778,651167232,461094912
20,1.6521588563919067,650000896,645520384
21,1.6619846820831299,650938880,460866560
22,1.6545851230621338,650180096,645699584
23,1.6518678665161133,650778624,460706304
24,1.659777283668518,650149376,645668864
25,1.6368939876556396,651730944,461658624
26,1.644686222076416,649983488,645502976
27,1.6431773900985718,650777600,460705280
28,1.6315776109695435,650124800,645644288
29,1.650673508644104,650894336,460822016
30,1.6345195770263672,650000384,645519872
31,1.6452590227127075,651192832,461120512
32,1.6398802995681763,649991168,645510656
33,1.636941909790039,650933248,460860928
34,1.6423566341400146,650025984,645545472
35,1.6324474811553955,651041280,460968960
36,1.6357338428497314,650283520,645803008
37,1.6346871852874756,650881536,460809216
38,1.6332261562347412,650290688,645810176
39,1.634006381034851,650805760,460733440
