,loss,memory,diff_memory
0,1.9466991424560547,32596992,32463872
1,1.8898534774780273,32624640,22167040
2,1.8285263776779175,32218624,21761024
3,1.7947144508361816,32702976,22316544
4,1.7399888038635254,33100800,22681088
5,1.7238000631332397,33347072,22913024
6,1.7182705402374268,32306688,21815296
7,1.6566390991210938,32238592,21847040
8,1.7368756532669067,33300992,22894592
9,1.7572033405303955,32372224,21955584
10,1.6963919401168823,32551936,22152192
11,1.7092504501342773,31856640,21453312
12,1.7246085405349731,32058368,21663232
13,1.7204753160476685,32860672,22507520
14,1.7051947116851807,33540096,23162880
15,1.6969531774520874,32220672,21767680
16,1.6989518404006958,32377344,21997568
17,1.6667283773422241,33220608,22824960
18,1.6969467401504517,25092096,14697472
19,1.6983799934387207,32078848,31546368
20,1.675781488418579,32727552,22322176
21,1.6922945976257324,31345664,20928512
22,1.693530797958374,33686528,23312384
23,1.6832232475280762,33561088,23125504
24,1.6934099197387695,32111616,21655040
25,1.6433817148208618,32741888,22377472
26,1.6583479642868042,32557056,22139392
27,1.6595497131347656,32908800,22483456
28,1.6603937149047852,32632320,22233088
29,1.6602646112442017,33543680,23160832
30,1.6532765626907349,32885760,22434816
31,1.6568567752838135,31641088,21213184
32,1.6481770277023315,32218624,21844480
33,1.6622672080993652,32181760,21774848
34,1.6290744543075562,33580544,23198720
35,1.6221762895584106,33769984,23309824
36,1.6782217025756836,32412160,21961216
37,1.6219089031219482,23899136,13498880
38,1.653813362121582,33269248,32736768
39,1.6523703336715698,31827968,21363200
