,loss,memory,diff_memory
0,1.9466906785964966,6008832,5875712
1,1.89055597782135,6569984,4170752
2,1.8550071716308594,6997504,4594176
3,1.7497236728668213,6418944,3999232
4,1.761267066001892,6066176,3681280
5,1.743246078491211,6465024,4094976
6,1.7466225624084473,6286848,3898880
7,1.7364782094955444,6499840,4097536
8,1.735920786857605,6213120,3819520
9,1.6695010662078857,6291968,3897856
10,1.7536288499832153,6388224,4003840
11,1.643336296081543,6219264,3826176
12,1.7359282970428467,6400512,4026368
13,1.747419834136963,6330368,3946496
14,1.651850700378418,6525952,4146176
15,1.7179522514343262,6075392,3678208
16,1.7383543252944946,6812672,4444160
17,1.7073346376419067,6593536,4185600
18,1.63389253616333,6078976,3679744
19,1.7683756351470947,6368768,3995136
20,1.6569968461990356,6098432,3719168
21,1.7168588638305664,6461440,4092928
22,1.6197656393051147,6801920,4410880
23,1.7009152173995972,6071296,3673088
24,1.604073405265808,6366208,3995648
25,1.6658389568328857,6317056,3926528
26,1.6763386726379395,6899200,4509184
27,1.6981602907180786,6825472,4413440
28,1.6972204446792603,6472704,4054528
29,1.719657301902771,6236160,3851264
30,1.6349409818649292,6311424,3926016
31,1.6681509017944336,6600192,4206080
32,1.7144477367401123,6269440,3852800
33,1.6303530931472778,6435840,4061696
34,1.6076505184173584,6531584,4144640
35,1.6779224872589111,6164480,3764224
36,1.6227285861968994,6150144,3770880
37,1.5993160009384155,6310912,3942400
38,1.6100777387619019,6261248,3873792
39,1.6251275539398193,6182400,3795456
