,loss,memory,diff_memory
0,1.933523416519165,24942592,24679424
1,1.7876396179199219,25758720,19130880
2,1.6754246950149536,25738752,19089920
3,1.5499626398086548,25707008,19092480
4,1.6231193542480469,25733120,19158528
5,1.6276328563690186,25730560,19111424
6,1.6266502141952515,25757696,19153408
7,1.6144695281982422,25768448,19119616
8,1.6085759401321411,25738752,19086848
9,1.5429657697677612,25734656,19125248
10,1.602700114250183,25716736,19092480
11,1.5937129259109497,25716736,19128320
12,1.5819153785705566,25729536,19138560
13,1.6288094520568848,25718784,19103744
14,1.5647410154342651,25732096,19132928
15,1.5850366353988647,25710592,19108864
16,1.5997868776321411,25719296,19133952
17,1.5489782094955444,25712640,19113984
18,1.6368701457977295,25721344,19133952
19,1.5677093267440796,25707008,19102720
20,1.5974674224853516,25721856,19144704
21,1.5955904722213745,25741824,19127296
22,1.557909607887268,25716736,19080704
23,1.5385509729385376,25722880,19137024
24,1.5840532779693604,25745408,19144192
25,1.573903203010559,25739776,19094528
26,1.554426908493042,25743360,19119616
27,1.5620973110198975,25725952,19108352
28,1.5374743938446045,25739264,19153408
29,1.579382061958313,25715200,19081216
30,1.66920006275177,25743872,19159040
31,1.571829080581665,25729536,19099136
32,1.5462154150009155,25739264,19145728
33,1.4468226432800293,9156096,2527744
34,1.5674948692321777,25718272,24665600
35,1.524022102355957,25743360,19133952
36,1.5468181371688843,25748480,19121664
37,1.5228327512741089,25738240,19100672
38,1.5769157409667969,25732608,19115008
39,1.5299899578094482,25730048,19120640
