,loss,memory,diff_memory
0,2.3023428916931152,102705152,100482560
1,2.2873892784118652,102557184,64615936
2,2.2707109451293945,102244864,64269824
3,2.2574074268341064,102272000,64415232
4,2.2381646633148193,102147584,64299520
5,2.218045473098755,103066624,65229312
6,2.194521427154541,102310912,64416768
7,2.176757574081421,102427648,64575488
8,2.1441397666931152,103396352,65528832
9,2.1485390663146973,103693312,65711616
10,2.0984458923339844,102210560,64313856
11,2.067291021347046,102211584,64360960
12,2.0686886310577393,103887872,66040320
13,2.0352203845977783,75364352,37195776
14,2.024573564529419,102245376,99422208
15,1.956881046295166,103360512,65508864
16,2.0164623260498047,103726592,65795072
17,1.9627171754837036,103472128,65555456
18,2.0177347660064697,102434816,64480768
19,1.9840456247329712,102055936,64098816
20,2.071390151977539,103707648,65859072
21,2.0246713161468506,103669760,65620992
22,2.020329713821411,103196160,65203200
23,1.9778025150299072,101955072,64084480
24,2.006701946258545,103662592,65841152
25,1.9972623586654663,101238272,63251456
26,1.994939923286438,102330880,64517120
27,2.0541341304779053,75305984,37447168
28,1.9419225454330444,102129664,99306496
29,2.0082356929779053,102260224,64422912
30,1.9830596446990967,102267392,64420864
31,1.989262580871582,102572032,64720384
32,1.9309275150299072,102610944,64737792
33,2.004639148712158,102280704,64407040
34,1.9102044105529785,103650304,65790464
35,1.9810320138931274,102225408,64170496
36,1.993086338043213,101812224,63962624
37,2.0020029544830322,102093824,64261632
38,1.974770426750183,103723520,65892352
39,1.9392963647842407,102829056,64889344
