,loss,memory,diff_memory
0,0.8075512051582336,152162816,152059392
1,0.5915634632110596,167104512,115149824
2,0.5186275839805603,164154368,112151552
3,0.4640439748764038,164561408,112624128
4,0.38801369071006775,149868544,97487872
5,0.37302327156066895,172123136,120662016
6,0.33961671590805054,179589632,127576064
7,0.34041228890419006,177492480,125278208
8,0.3256469964981079,150170112,98010112
9,0.31198275089263916,185507840,133529088
10,0.31697097420692444,184704000,132102656
11,0.33418983221054077,211885568,159457792
12,0.3095088005065918,186917376,133142528
13,0.3345947265625,184638464,132202496
14,0.30158084630966187,174891520,122398208
15,0.29480794072151184,172049920,118960128
16,0.3119138181209564,167289856,115194880
17,0.29831555485725403,160698368,107906560
18,0.28949111700057983,154863104,103091712
19,0.31646090745925903,163866624,111711744
20,0.28456997871398926,163874304,111523328
21,0.29705625772476196,176761856,124398592
22,0.2715318202972412,202568704,150282752
23,0.2847605347633362,181165568,128278528
24,0.29945042729377747,163222528,111054848
25,0.2821836769580841,146432000,94478848
26,0.30569666624069214,167978496,115834880
27,0.2914294898509979,174924288,122053632
28,0.31348302960395813,186585088,134446080
29,0.32392385601997375,206939136,153631744
30,0.2640865445137024,155188736,102217728
31,0.29656460881233215,163631616,111464448
32,0.2868618369102478,185539072,132551168
33,0.2677554786205292,168474112,115603456
34,0.2831926643848419,160566272,108411904
35,0.2849787175655365,182287872,129337344
36,0.3000515401363373,247035392,194272256
37,0.2883913516998291,95595520,41856000
38,0.3088268041610718,165623296,165209600
39,0.30293282866477966,181054464,128487424
