,loss,memory,diff_memory
0,0.7430683970451355,4552780288,4552544768
1,0.7932314872741699,4553139712,3535988224
2,0.6290426254272461,4559399936,3542278144
3,0.43882444500923157,4558457856,4557515776
4,0.3546890914440155,4555036160,3536553472
5,0.32400497794151306,4552172032,3534838272
6,0.310971200466156,4558064128,4557122048
7,0.3018124997615814,4554830848,3536316416
8,0.2995252013206482,4554996736,3537641984
9,0.29839563369750977,4558596096,4557654016
10,0.2959113121032715,4555518464,3536997888
11,0.29851287603378296,4553752576,3536364032
12,0.2876715660095215,4553010176,4552068096
13,0.28483790159225464,4558572032,3541464576
14,0.28468966484069824,4552178688,3533686784
15,0.2801145017147064,4553401856,4552459776
16,0.27972105145454407,4553484800,3536273920
17,0.2782756984233856,4557169152,3539853312
18,0.27815452218055725,4556739584,4555797504
19,0.276619553565979,4551199232,3532729856
20,0.27433785796165466,4551328256,3534679040
21,0.2719874382019043,4557971968,4557029888
22,0.2712312638759613,4554191360,3535787008
23,0.26973339915275574,4552869376,3535772672
24,0.28228986263275146,4558283776,4557341696
25,0.27045413851737976,4555108864,3536637952
26,0.26994505524635315,4555841536,3538462208
27,0.26867035031318665,4551736320,4550794240
28,0.26776599884033203,4553097216,3536101376
29,0.26666373014450073,4558035968,3540898304
30,0.267036110162735,4555859968,4554917888
31,0.2649286091327667,4557526528,3540258816
32,0.2642364203929901,4555129856,3536689152
33,0.263718843460083,4555615744,4554673664
34,0.26288706064224243,4557662720,3540389888
35,0.26281100511550903,4556341248,3537853440
36,0.2620277404785156,4558911488,4557969408
37,0.2610790431499481,4558070272,3539444224
38,0.2605563998222351,4552066048,3533555712
39,0.2598109543323517,4555404288,4554462208
