,amazon-photo,pubmed,amazon-computers,coauthor-physics,flickr,com-amazon
0,4112,4069,7425,15463,33570,24992
1,5812,8353,10353,24852,58104,62025
2,6542,11377,11616,29695,69389,103316
3,6892,13265,12270,32086,78127,144859
4,7248,16737,12953,33865,83693,218059
5,7344,18438,13130,34035,86376,243911
