,gcn,ggnn,gat,gaan
amp,0.9357,0.9174100000000001,0.931,0.9425
pub,0.89,0.858,0.865,0.903
amc,0.85631,0.88976,0.8624200000000001,0.89471
cph,0.9668399999999999,0.9493299999999999,0.9620799999999999,
fli,0.51669,0.5284800000000001,0.49877,0.52122
