,amp,pub,amc,cph,fli,cam
1,0.6759017250392054,0.84,0.6681210005817335,0.9031771799628943,0.4370994487518487,
2,0.8065865133298484,0.854,0.5709714950552647,0.9545454545454546,0.4689194639896025,
4,0.9001568217459488,0.856,0.7527632344386271,0.9550092764378478,0.48702550082911306,
8,0.909566126502875,0.863,0.7780686445607912,0.9590677179962894,0.4234302872764756,
16,0.9262937794040773,0.863,0.8519488074461896,0.9606910946196661,0.4947340115627661,
