,amp,pub,amc,cph,fli,cam
1,0.7438578149503398,0.852,0.7274578243164631,0.9554730983302412,0.46363106709093355,
2,0.8980658651332984,0.851,0.7521815008726004,0.9581400742115028,0.4808407654730426,
4,0.9074751698902248,0.864,0.7609075043630017,0.9580241187384044,0.4234302872764756,
8,0.9194981704129639,0.861,0.8539848749272833,0.9609230055658627,0.4987675346210729,
16,0.9268165185572399,0.864,0.8563118091913904,0.9603432282003711,0.4995294223098642,
