,amp,pub,amc,cph,fli,cam
1,0.5222164140094093,0.733,0.4837114601512507,0.7538265306122449,0.4261641195715502,
2,0.6759017250392054,0.841,0.664630599185573,0.9176716141001855,0.44328418410791914,
4,0.8238369053842133,0.857,0.5462478184991274,0.9547773654916512,0.4732667055079998,
8,0.9085206481965499,0.852,0.5724258289703316,0.9569805194805194,0.4829471608479362,
16,0.9153162571876634,0.857,0.7902850494473531,0.9574443413729128,0.4234302872764756,
