,1,2,4
0,561.169313,734.005741,1178.824595
1,562.314713,740.804813,1179.661555
2,563.1428,742.009971,1180.628686
3,563.897036,742.914305,1181.820865
4,563.98154,743.776146,1186.428317
5,566.267571,744.260242,1187.557078
6,566.463679,744.919676,1188.350031
7,566.793441,745.052542,1191.646977
8,566.985135,745.107416,1194.158122
9,567.016012,745.22856,1194.982417
10,567.061162,745.647975,1195.079016
11,567.081894,746.531043,1196.593535
12,567.151586,746.590514,1197.896616
13,567.155136,747.253781,1197.939876
14,567.155138,748.679749,1198.333516
15,567.283443,748.724847,1198.357825
16,567.358093,748.863348,1198.616551
17,567.361068,749.037138,1201.095793
18,567.456868,749.428576,1201.815171
19,567.52496,749.453918,1201.946775
20,567.55347,749.537782,1204.364166
21,567.577627,749.62843,1207.064655
22,567.664212,749.772044,1208.554599
23,567.795653,750.382921,1209.026781
24,567.826373,750.576216,1210.218717
25,567.940378,750.655313,1212.47757
26,567.954649,750.74516,1214.328251
27,567.976727,750.77783,1214.754801
28,568.083523,751.57204,1214.866185
29,568.113098,751.612743,1214.995705
30,568.152551,752.282556,1215.24589
31,568.153799,752.422874,1215.596485
32,568.162117,752.570797,1215.797327
33,568.406765,752.847091,1216.521138
34,568.414892,754.716278,1217.355264
35,568.569248,754.970751,1218.55004
36,568.630363,756.239934,1219.02452
37,568.783085,756.289529,1219.759754
38,569.199462,756.601021,1220.086733
39,569.593507,756.670614,1220.182755
40,569.71708,757.537588,1222.979274
41,570.256679,758.25143,1226.04519
42,571.25038,758.884569,1226.503815
43,571.629033,759.823031,1228.007293
44,571.933196,760.279245,1231.17558
45,572.070785,764.260111,1231.662415
46,572.140185,764.508632,1235.368394
47,572.532118,771.495885,1236.550707
48,589.006023,774.376835,1236.9363
49,613.749599,795.228546,1265.079252
