,1,2,4,8,16
0,68.500881,81.707197,105.641964,162.319316,293.004348
1,72.31983,82.082779,105.811325,166.449278,293.53241
2,72.48071,82.170099,105.913844,166.907253,293.554536
3,72.567903,82.203311,106.291506,167.079876,293.664991
4,72.645368,82.57707,106.519581,167.192123,293.936054
5,72.711057,83.451199,106.521949,167.224502,294.149907
6,72.881506,85.479302,106.625012,167.325261,294.257593
7,72.947741,85.524098,106.86371,167.333709,294.30482
8,73.047955,85.755852,107.055628,167.375402,294.41737
9,73.253281,85.877602,107.080394,167.43274,294.828388
10,73.315291,85.945724,107.1026,167.568984,294.935643
11,73.353271,86.012982,107.646327,167.651857,295.196211
12,73.369878,86.076079,107.989175,167.655247,295.830361
13,73.382389,86.422992,108.159176,167.677997,295.840648
14,73.532807,86.49233,108.235713,167.823744,295.885028
15,73.616287,86.53767,108.239584,167.945717,296.201927
16,73.665915,86.750707,108.37554,167.975122,296.280352
17,73.795215,87.083092,108.446926,168.013391,296.300958
18,73.930755,87.169037,108.899077,168.112966,296.336395
19,74.009372,87.337405,109.272227,168.128101,296.82971
20,74.058136,87.700284,109.291457,168.164929,296.84926
21,74.270948,87.707388,109.643777,168.19843,297.084726
22,74.443668,88.019231,109.835856,168.231547,297.106837
23,74.719931,88.17976,109.870541,168.251641,297.208491
24,75.927246,88.18648,110.047356,168.304532,297.455957
25,75.977801,88.806679,110.067738,168.349584,297.497744
26,76.312331,89.573938,110.243499,168.403563,297.545228
27,76.630222,89.646795,110.277639,168.567356,297.691774
28,76.815037,89.893685,110.417243,168.596379,297.774071
29,78.001681,92.202467,110.443864,168.658421,297.782134
30,78.010672,92.295162,110.567022,168.717103,298.037503
31,78.044429,92.43499,110.748861,168.761708,298.610698
32,78.432554,92.728883,111.315434,168.787305,298.755485
33,79.421296,93.080883,111.864215,168.850851,299.013222
34,79.424752,93.704698,111.877655,168.868897,299.177974
35,79.563843,93.767893,111.918739,168.90275,299.502777
36,79.732948,93.808081,111.959599,169.135401,299.588241
37,79.984221,94.061658,112.241717,169.137769,300.23903
38,80.116113,94.169776,112.271443,169.158408,300.299345
39,80.315551,94.217164,112.600661,169.327127,300.405575
40,80.394136,94.498066,112.720106,169.654586,300.714315
41,80.51822,94.704703,112.887003,169.69055,300.917432
42,80.952037,94.751579,113.601722,169.731731,300.920376
43,81.02723,94.939658,113.60361,169.769103,301.233051
44,81.44092,95.110875,113.892064,169.791982,301.366799
45,81.88712,95.266157,114.275996,170.48203,301.421194
46,82.209235,96.06522,115.417941,170.511629,302.217377
47,82.373987,106.05564,121.008218,172.114746,304.578682
48,98.0924,113.18104,129.583951,203.462552,333.843362
49,138.508248,147.675601,150.903521,204.687569,340.366628
