,amazon-photo,pubmed,amazon-computers,flickr,com-amazon
0,2255.59716796875,770.41552734375,4761.7919921875,6404.38427734375,3479.2958984375
1,2377.609375,911.080078125,5013.14892578125,7684.30322265625,5059.31982421875
2,2952.0732421875,1216.37939453125,6137.3935546875,10396.97265625,8671.896484375
3,4282.466796875,1826.43994140625,8874.1650390625,,
4,6944.46435546875,3045.47509765625,,,
5,12265.9208984375,5482.58056640625,,,
