,16,32,64,128,256,512,1024,2048
0,3.264580825000001,3.3181554081632667,3.5458477446808527,3.948764520833333,4.930147200000001,6.883640159090911,11.730682480000002,21.52928510638297
1,199.72920305000002,202.6701453877551,200.24733165957457,223.6640637291667,235.77196648888886,280.1472728863637,384.9433663999999,581.2305500851063
