,mul,index_put_impl_,cat,sum,mm,other
8,1.6393754042553195,3.86869744680851,0.9108212978723403,1.5546176170212764,1.1060308936170213,5.290284914893617
16,2.9576736326530617,3.638493571428573,1.6422673877551022,2.154923591836735,1.5834867755102042,6.322015142857149
32,5.6645402083333325,3.2523785625000006,2.6295094166666666,2.7540153333333337,2.0869566875000007,9.816161062499997
64,10.944968555555556,3.1805587111111118,4.918947111111109,3.4951318444444444,2.9270230666666675,16.369951155555555
128,21.564396638297872,3.5627794042553207,9.658890234042552,6.5347692765957435,6.023629617021276,30.83577351063829
256,42.779278583333316,3.1369889374999995,19.515014374999996,12.697083666666666,11.935376437500002,59.78224360416665
