,mm,index_select,mul,scatter_add_,cat,other
8,199.02680568085108,124.53126291489362,27.26454670212765,61.137197744680854,31.088847914893623,94.27694900000017
16,287.6294561428572,124.97906138775512,52.08778502040816,67.07792783673472,46.93378869387756,124.4584708775509
32,398.56322494000005,128.94168386,102.38867774000002,80.77481212000002,64.01311937999999,159.49687849999975
