,mm,index_select,mul,scatter_add_,cat,other
8,60.81299167346939,35.41958451020408,37.03127522448979,19.716579897959186,31.623489857142857,127.9311106734695
16,81.80284953191489,36.03042321276597,70.77096663829788,26.638711553191488,52.54444187234043,163.27009168085107
32,122.54156985106381,36.924513702127676,138.44020640425535,41.89299725531915,77.0411565744681,207.59230912765958
